	Full Address	BLT	Vacant	zip+4	zip	street	housenumber
58291	2856 OAKLEY AVE BALTIMORE | MD 21215-5313	0x008B120000411700000020	1	5313	21215	 Oakley Avenue 	2856
58325	1211 N MILTON AVE BALTIMORE | MD 21213-3605	0x0002060000200C00000020	1	3605	21213	 North Milton Avenue 	1211
58334	517 N ROSE ST BALTIMORE | MD 21205-2512	0x0078060000204E00000020	1	2512	21205	 North Rose Street 	517
58336	423 WHITRIDGE AVE BALTIMORE | MD 21218-4436	0x00050F0000203500000020	1	4436	21218	 Whitridge Avenue 	423
58378	1213 N MILTON AVE BALTIMORE | MD 21213-3605	0x0002060000200D00000020	1	3605	21213	 North Milton Avenue 	1213
58405	4113 WILKE AVE BALTIMORE | MD 21206-5555	0x00E2160000411800000020	1	5555	21206	 Wilke Avenue 	4113
58444	534 S BEECHFIELD AVE BALTIMORE | MD 21229-4326	0x00CA1F0000200D00000020	1	4326	21229	 South Beechfield Avenue 	534
58451	740 BARTLETT AVE BALTIMORE | MD 21218-5414	0x00B50F0000421500000020	1	5414	21218	 Bartlett Avenue 	740
58497	162 S MORLEY ST BALTIMORE | MD 21229-3646	0x00D0080000200C00000020	1	3646	21229	 South Morley Street 	162
58594	2303 OCALA AVE BALTIMORE | MD 21215-7801	0x00B30C0000200A00000020	1	7801	21215	 Ocala Avenue 	2303
58645	1619 N FULTON AVE BALTIMORE | MD 21217-1633	0x000F000000200A00000020	1	1633	21217	 North Fulton Avenue 	1619
58654	2810 REISTERSTOWN RD BALTIMORE | MD 21215-7983	0x00B30C0000200600000020	1	7983	21215	 Reisterstown Road 	2810
58681	543 N LUZERNE AVE BALTIMORE | MD 21205-2609	0x0079060000201600000020	1	2609	21205	 North Luzerne Avenue 	543
58684	2130 W LEXINGTON ST BALTIMORE | MD 21223-1534	0x00A0000000205400000020	1	1534	21223	 West Lexington Street 	2130
58694	4026 WESTCHESTER RD BALTIMORE | MD 21216-1516	0x00BC0A0000441B00000020	1	1516	21216	 Westchester Road 	4026
58708	546 CHATEAU AVE BALTIMORE | MD 21212-4305	0x0035140000206300000048	1	4305	21212	 Chateau Avenue 	546
58761	1802 W FRANKLIN ST BALTIMORE | MD 21223-1231	0x0078000000204B00000020	1	1231	21223	 West Franklin Street 	1802
58766	2142 W LEXINGTON ST BALTIMORE | MD 21223-1534	0x00A0000000205A00000020	1	1534	21223	 West Lexington Street 	2142
58789	1643 N FULTON AVE BALTIMORE | MD 21217-1633	0x000F000000201600000020	1	1633	21217	 North Fulton Avenue 	1643
58808	2318 ANNAPOLIS RD BALTIMORE | MD 21230-3102	0x00171D0000200700000041	1	3102	21230	 Annapolis Road 	2318
58839	60 N GORMAN AVE BALTIMORE | MD 21223-1432	0x0069080000203800000020	1	1432	21223	 North Gorman Avenue 	60
58857	526 S CATHERINE ST BALTIMORE | MD 21223-2828	0x003D080000203900000020	1	2828	21223	 South Catherine Street 	526
58920	2406 WILKENS AVE BALTIMORE | MD 21223-3331	0x003D080000203100000020	1	3331	21223	 Wilkens Avenue 	2406
58937	3732 OLD FREDERICK RD BALTIMORE | MD 21229-3639	0x00CD080000200500000020	1	3639	21229	 Old Frederick Road 	3732
58950	3808 BANK ST BALTIMORE | MD 21224-2522	0x00A7180000202700000020	1	2522	21224	 Bank Street 	3808
58953	317 E NORTH AVE BALTIMORE | MD 21202-5900	0x0047040000200E00000020	1	5900	21202	 East North Avenue 	317
58964	4908 REISTERSTOWN RD BALTIMORE | MD 21215-5520	0x008E0B0000200500000020	1	5520	21215	 Reisterstown Road 	4908
58976	2918 CLIFTON AVE BALTIMORE | MD 21216-2828	0x00CF0B0000202B00000020	1	2828	21216	 Clifton Avenue 	2918
59019	2130 W FAYETTE ST BALTIMORE | MD 21223-1530	0x00AF000000205900000020	1	1530	21223	 West Fayette Street 	2130
59021	1111 N BENTALOU ST BALTIMORE | MD 21216-4504	0x002F000000202F00000020	1	4504	21216	 North Bentalou Street 	1111
59023	746 RESERVOIR ST BALTIMORE | MD 21217-4632	0x00760D0000202E00000020	1	4632	21217	 Reservoir Street 	746
59057	717 CATOR AVE BALTIMORE | MD 21218-1225	0x00490F0000202800000020	1	1225	21218	 Cator Avenue 	717
59059	2245 E BIDDLE ST BALTIMORE | MD 21213-3405	0x0011060000202600000020	1	3405	21213	 East Biddle Street 	2245
59065	574 BRISBANE RD BALTIMORE | MD 21229-4301	0x00CC1F0000203F00000020	1	4301	21229	 Brisbane Road 	574
59144	106 N SMALLWOOD ST BALTIMORE | MD 21223-1520	0x00AE000000203D00000020	1	1520	21223	 North Smallwood Street 	106
59170	1920 PARK AVE BALTIMORE | MD 21217-4831	0x00730D0000203400000020	1	4831	21217	 Park Avenue 	1920
59216	910 N FRANKLINTOWN RD BALTIMORE | MD 21216-4224	0x00AB090000431400000020	1	4224	21216	 North Franklintown Road 	910
59218	2139 HOMEWOOD AVE BALTIMORE | MD 21218-6104	0x00B60F0000201400000020	1	6104	21218	 Homewood Avenue 	2139
59239	1107 N CARROLLTON AVE BALTIMORE | MD 21217-2625	0x0037000000443600000020	1	2625	21217	 North Carrollton Avenue 	1107
59257	513 N BELNORD AVE BALTIMORE | MD 21205-2618	0x007A060000205300000020	1	2618	21205	 North Belnord Avenue 	513
59350	2649 WILKENS AVE BALTIMORE | MD 21223-3314	0x0034080000201900000020	1	3314	21223	 Wilkens Avenue 	2649
59353	2122 BOLTON ST BALTIMORE | MD 21217-4601	0x00740D0000201D00000020	1	4601	21217	 Bolton Street 	2122
59355	919 N CAROLINE ST BALTIMORE | MD 21205-1000	0x00BC040000200400000020	1	1000	21205	 North Caroline Street 	919
59363	1148 N CARROLLTON AVE BALTIMORE | MD 21217-2624	0x0037000000432900000020	1	2624	21217	 North Carrollton Avenue 	1148
59383	3704 SPRINGWOOD AVE BALTIMORE | MD 21206-2423	0x0024160000475B00000020	1	2423	21206	 Springwood Avenue 	3704
59392	1816 AIKEN ST BALTIMORE | MD 21213-2202	0x004B040000426900000020	1	2202	21213	 Aiken Street 	1816
59412	3032 JANICE AVE BALTIMORE | MD 21230-2704	0x00441D0000434501000020	1	2704	21230	 Janice Avenue 	3032
59461	1124 N FULTON AVE BALTIMORE | MD 21217-1505	0x0032000000200D00000020	1	1505	21217	 North Fulton Avenue 	1124
59477	2215 CALLOW AVE BALTIMORE | MD 21217-4624	0x00760D0000203C00000020	1	4624	21217	 Callow Avenue 	2215
59494	304 N POPPLETON ST BALTIMORE | MD 21201-1209	0x009D000000202800000041	1	1209	21201	 North Poppleton Street 	304
59498	609 SAINT ANNS AVE BALTIMORE | MD 21218-5433	0x00DD0F0000202500000020	1	5433	21218	 Saint Anns Avenue 	609
59514	1015 S STREEPER ST BALTIMORE | MD 21224-4807	0x005B070000202C00000020	1	4807	21224	 South Streeper Street 	1015
59522	2624 COLE ST BALTIMORE | MD 21223-3321	0x0034080000207600000020	1	3321	21223	 Cole Street 	2624
59527	1312 N BENTALOU ST BALTIMORE | MD 21216-4507	0x0020090000201500000020	1	4507	21216	 North Bentalou Street 	1312
59541	2223 CALLOW AVE BALTIMORE | MD 21217-4624	0x00760D0000204000000020	1	4624	21217	 Callow Avenue 	2223
59571	3310 ELLERSLIE AVE BALTIMORE | MD 21218-2913	0x00D20F0000454E00000020	1	2913	21218	 Ellerslie Avenue 	3310
59585	2509 MARBOURNE AVE BALTIMORE | MD 21230-2807	0x00441D0000437A00000020	1	2807	21230	 Marbourne Avenue 	2509
59639	150 COLLINS AVE BALTIMORE | MD 21229-3603	0x00ED090000202800000020	1	3603	21229	 Collins Avenue 	150
59651	3427 SAINT AMBROSE AVE BALTIMORE | MD 21215-6312	0x00E50C0000207A00000020	1	6312	21215	 Saint Ambrose Avenue 	3427
59714	3413 SAINT AMBROSE AVE BALTIMORE | MD 21215-6312	0x00E50C0000208100000020	1	6312	21215	 Saint Ambrose Avenue 	3413
59720	2438 CALLOW AVE BALTIMORE | MD 21217-4800	0x00810D0000201D00000049	1	4800	21217	 Callow Avenue 	2438
59769	2328 CALVERTON HEIGHTS AVE BALTIMORE | MD 21216-4809	0x002E090000204200000020	1	4809	21216	 Calverton Heights Avenue 	2328
59787	3824 BEEHLER AVE BALTIMORE | MD 21215-5506	0x007C0C0000452A00000020	1	5506	21215	 Beehler Avenue 	3824
59811	927 EVESHAM AVE BALTIMORE | MD 21212-3206	0x0012140000410A00000050	1	3206	21212	 Evesham Avenue 	927
59815	2116 CLIFTWOOD AVE BALTIMORE | MD 21213-1502	0x0049100000201B00000020	1	1502	21213	 Cliftwood Avenue 	2116
59880	522 BRUNSWICK ST BALTIMORE | MD 21223-2747	0x0059080000202C00000020	1	2747	21223	 Brunswick Street 	522
59901	407 POPLAR GROVE ST BALTIMORE | MD 21223-1035	0x00AA080000203300000020	1	1035	21223	 Poplar Grove Street 	407
59913	727 N MILTON AVE BALTIMORE | MD 21205-2508	0x0059060000200E00000020	1	2508	21205	 North Milton Avenue 	727
59946	1625 SAINT PAUL ST BALTIMORE | MD 21202-2816	0x00AC010000200F00000020	1	2816	21202	 Saint Paul Street 	1625
59954	1222 W MOSHER ST BALTIMORE | MD 21217-2635	0x0041000000200C00000020	1	2635	21217	 West Mosher Street 	1222
59966	4003 MASSACHUSETTS AVE BALTIMORE | MD 21229-3607	0x00EB090000201F00000020	1	3607	21229	 Massachusetts Avenue 	4003
60041	1004 EVESHAM AVE BALTIMORE | MD 21212-3207	0x001214000041C001000020	1	3207	21212	 Evesham Avenue 	1004
60047	1901 N LONGWOOD ST BALTIMORE | MD 21216-3111	0x00BC0B0000201D00000020	1	3111	21216	 North Longwood Street 	1901
60085	716 N COLLINGTON AVE BALTIMORE | MD 21205-2311	0x0055060000202500000020	1	2311	21205	 North Collington Avenue 	716
60127	2867 W MULBERRY ST BALTIMORE | MD 21223-1032	0x00AB080000202E00000020	1	1032	21223	 West Mulberry Street 	2867
60146	2124 BOLTON ST BALTIMORE | MD 21217-4601	0x00740D0000201E00000020	1	4601	21217	 Bolton Street 	2124
60178	2412-14 MARBOURNE AVE BALTIMORE | MD 21230	0x00621D0000200700000020	1	0	21230	 Marbourne Avenue 	2412-14
60179	4002 WILSBY AVE BALTIMORE | MD 21218-1240	0x00490F0000205700000020	1	1240	21218	 Wilsby Avenue 	4002
60213	808 E NORTH AVE BALTIMORE | MD 21202-5824	0x00A20F0000200500000020	1	5824	21202	 East North Avenue 	808
60225	4106 WALRAD ST BALTIMORE | MD 21229-4141	0x00E9090000202000000020	1	4141	21229	 Walrad Street 	4106
60253	5350 REISTERSTOWN RD BALTIMORE | MD 21215-4420	0x009E110000201000000020	1	4420	21215	 Reisterstown Road 	5350
60254	1809 BRADDISH AVE BALTIMORE | MD 21216-3543	0x0060090000200B00000020	1	3543	21216	 Braddish Avenue 	1809
60281	4107 WALRAD ST BALTIMORE | MD 21229-4142	0x00E4090000203400000020	1	4142	21229	 Walrad Street 	4107
60292	640 DUMBARTON AVE BALTIMORE | MD 21218-1228	0x00490F0000204B00000020	1	1228	21218	 Dumbarton Avenue 	640
60379	4255 PARK HEIGHTS AVE BALTIMORE | MD 21215-6740	0x00EB0C0000411700000020	1	6740	21215	 Park Heights Avenue 	4255
60394	2310 GUILFORD AVE BALTIMORE | MD 21218-5206	0x00EE0E0000202600000020	1	5206	21218	 Guilford Avenue 	2310
60424	721 N CHESTER ST BALTIMORE | MD 21205-2304	0x0055060000200B00000020	1	2304	21205	 North Chester Street 	721
60498	4509 HOMER AVE BALTIMORE | MD 21215-6302	0x00E50C0000208F00000020	1	6302	21215	 Homer Avenue 	4509
60508	2315 N CALVERT ST BALTIMORE | MD 21218-5202	0x00EE0E0000200800000020	1	5202	21218	 North Calvert Street 	2315
60530	1153 SARGEANT ST BALTIMORE | MD 21223-3629	0x0001030000203700000020	1	3629	21223	 Sargeant Street 	1153
60555	719 DRUID HILL AVE BALTIMORE | MD 21201-1903	0x00F4010000201800000020	1	1903	21201	 Druid Hill Avenue 	719
60573	47 N KOSSUTH ST BALTIMORE | MD 21229-3752	0x00E3080000434800000020	1	3752	21229	 North Kossuth Street 	47
60586	1711 W LOMBARD ST BALTIMORE | MD 21223-2314	0x00F4000000200500000020	1	2314	21223	 West Lombard Street 	1711
60601	811 N PORT ST BALTIMORE | MD 21205-1623	0x0048060000205900000020	1	1623	21205	 North Port Street 	811
60626	2424 W FRANKLIN ST BALTIMORE | MD 21223-1117	0x009D080000205800000020	1	1117	21223	 West Franklin Street 	2424
60676	2648 DULANY ST BALTIMORE | MD 21223-2835	0x005D080000202900000020	1	2835	21223	 Dulany Street 	2648
60689	146 S MORLEY ST BALTIMORE | MD 21229-3646	0x00D0080000201000000020	1	3646	21229	 South Morley Street 	146
60690	2418 LOYOLA SOUTHWAY BALTIMORE | MD 21215-7025	0x00160D0000460300000020	1	7025	21215	 Loyola Southway 	2418
60702	1105 SARGEANT ST BALTIMORE | MD 21223-3629	0x0001030000204F00000020	1	3629	21223	 Sargeant Street 	1105
60736	5119 BENTON HEIGHTS AVE BALTIMORE | MD 21206-5052	0x00D5160000410D00000020	1	5052	21206	 Benton Heights Avenue 	5119
60749	4103 ROLAND VIEW AVE BALTIMORE | MD 21215-7044	0x00160D0000460800000020	1	7044	21215	 Roland View Avenue 	4103
60782	821 N BRADFORD ST BALTIMORE | MD 21205-1617	0x0047060000205400000020	1	1617	21205	 North Bradford Street 	821
60784	1530 BAKER ST BALTIMORE | MD 21217-2301	0x0011000000202E00000020	1	2301	21217	 Baker Street 	1530
60789	6516 BELLE VISTA AVE BALTIMORE | MD 21206-1647	0x00E3150000484200000020	1	1647	21206	 Belle Vista Avenue 	6516
60793	4306 BELAIR RD BALTIMORE | MD 21206-6303	0x000A170000480300000020	1	6303	21206	 Belair Road 	4306
60801	3624 MALDEN AVE BALTIMORE | MD 21211-1318	0x003D0D0000200200000020	1	1318	21211	 Malden Avenue 	3624
60805	1222 E FEDERAL ST BALTIMORE | MD 21202-5708	0x005A040000200C00000020	1	5708	21202	 East Federal Street 	1222
60820	1740 GORSUCH AVE BALTIMORE | MD 21218-4926	0x001F100000200F00000020	1	4926	21218	 Gorsuch Avenue 	1740
60856	3815 CROWTHER ST BALTIMORE | MD 21211-1824	0x00ED0D0000204500000042	1	1824	21211	 Crowther Street 	3815
60866	3400 E LOMBARD ST BALTIMORE | MD 21224-2332	0x0085180000200800000020	1	2332	21224	 East Lombard Street 	3400
60887	1166 WASHINGTON BLVD BALTIMORE | MD 21230-1825	0x0001030000207800000020	1	1825	21230	 Washington Boulevard 	1166
60895	2329 AIKEN ST BALTIMORE | MD 21218-5518	0x00AA0F0000420F00000020	1	5518	21218	 Aiken Street 	2329
60902	1314 N AISQUITH ST BALTIMORE | MD 21202-5634	0x0079040000201700000020	1	5634	21202	 North Aisquith Street 	1314
60906	4137 EIERMAN AVE BALTIMORE | MD 21206-6318	0x000A170000482000000020	1	6318	21206	 Eierman Avenue 	4137
60939	2700 CLASSEN AVE BALTIMORE | MD 21215-6706	0x00E90C0000412300000020	1	6706	21215	 Classen Avenue 	2700
60950	1176 WASHINGTON BLVD BALTIMORE | MD 21230-1825	0x0001030000207D00000020	1	1825	21230	 Washington Boulevard 	1176
60961	1623 N BROADWAY BALTIMORE | MD 21213-2314	0x00BA050000200C00000020	1	2314	21213	 North Broadway 	1623
60984	5000 BELAIR RD BALTIMORE | MD 21206-5143	0x00D5160000420100000020	1	5143	21206	 Belair Road 	5000
61005	1309 ENSOR ST BALTIMORE | MD 21202-5602	0x0079040000203E00000020	1	5602	21202	 Ensor Street 	1309
61007	2306 AIKEN ST BALTIMORE | MD 21218-5517	0x00AA0F0000440900000020	1	5517	21218	 Aiken Street 	2306
61042	608 WOODBOURNE AVE BALTIMORE | MD 21212-4204	0x0020140000410500000020	1	4204	21212	 Woodbourne Avenue 	608
61057	1817 PENROSE AVE BALTIMORE | MD 21223-1654	0x00A3000000205C00000020	1	1654	21223	 Penrose Avenue 	1817
61059	1329 VALLEY ST BALTIMORE | MD 21202-5613	0x0078040000200F00000020	1	5613	21202	 Valley Street 	1329
61064	4112 PARK HEIGHTS AVE BALTIMORE | MD 21215-6731	0x00F00C0000410700000020	1	6731	21215	 Park Heights Avenue 	4112
61123	5022 BELAIR RD BALTIMORE | MD 21206-5101	0x00D5160000420C00000020	1	5101	21206	 Belair Road 	5022
61133	2208 BARCLAY ST BALTIMORE | MD 21218-5836	0x00E80E0000203F00000020	1	5836	21218	 Barclay Street 	2208
61152	912 NEWINGTON AVE BALTIMORE | MD 21217-4631	0x00830D0000201500000020	1	4631	21217	 Newington Avenue 	912
61161	1122 WASHINGTON BLVD BALTIMORE | MD 21230-1825	0x0001030000206200000020	1	1825	21230	 Washington Boulevard 	1122
61162	320 N BRUCE ST BALTIMORE | MD 21223-1616	0x0095000000203100000020	1	1616	21223	 North Bruce Street 	320
61207	4634 PIMLICO RD BALTIMORE | MD 21215-6431	0x0012120000415400000020	1	6431	21215	 Pimlico Road 	4634
61236	4003 EIERMAN AVE BALTIMORE | MD 21206-6316	0x000A170000483C00000020	1	6316	21206	 Eierman Avenue 	4003
61260	1821 N MONTFORD AVE BALTIMORE | MD 21213-2509	0x00AE050000203200000020	1	2509	21213	 North Montford Avenue 	1821
61263	2274 DRUID PARK DR BALTIMORE | MD 21211-1569	0x001D0D0000480A00000020	1	1569	21211	 Druid Park Drive 	2274
61296	613-61 S MONROE ST BALTIMORE | MD 21223	0x00D0020000201000000020	1	0	21223	 South Monroe Street 	613-61
61302	3573 SHANNON DR BALTIMORE | MD 21213-1825	0x00DD170000202500000020	1	1825	21213	 Shannon Drive 	3573
61329	714 BRUNE ST BALTIMORE | MD 21201-1403	0x00C4010000200800000020	1	1403	21201	 Brune Street 	714
61389	4010 EIERMAN AVE BALTIMORE | MD 21206-6315	0x000A170000486400000020	1	6315	21206	 Eierman Avenue 	4010
61421	1806 N MONTFORD AVE BALTIMORE | MD 21213-2510	0x00AD050000201900000020	1	2510	21213	 North Montford Avenue 	1806
61454	1822 E LAFAYETTE AVE BALTIMORE | MD 21213-2459	0x00A7050000204600000020	1	2459	21213	 East Lafayette Avenue 	1822
61471	2416 PRESBURY ST BALTIMORE | MD 21216-3713	0x0002090000412D00000020	1	3713	21216	 Presbury Street 	2416
61479	2462 GREENMOUNT AVE BALTIMORE | MD 21218-5331	0x00F10E0000200E00000020	1	5331	21218	 Greenmount Avenue 	2462
61491	3462 PARK HEIGHTS AVE BALTIMORE | MD 21215-7841	0x00FE0C0000201E00000020	1	7841	21215	 Park Heights Avenue 	3462
61513	2922 WOODLAND AVE BALTIMORE | MD 21215-6407	0x00B9120000200C00000020	1	6407	21215	 Woodland Avenue 	2922
61526	2424 PRESBURY ST BALTIMORE | MD 21216-3713	0x0002090000413100000020	1	3713	21216	 Presbury Street 	2424
61571	704 E 20TH ST BALTIMORE | MD 21218-6114	0x00B10F0000200300000020	1	6114	21218	 East 20Th Street 	704
61591	1500 ELRINO ST BALTIMORE | MD 21224-6136	0x009D1A0000201C00000020	1	6136	21224	 Elrino Street 	1500
61620	711 E 20TH ST BALTIMORE | MD 21218-6115	0x00A10F0000202600000020	1	6115	21218	 East 20Th Street 	711
61649	5516 GROVELAND AVE BALTIMORE | MD 21215-4244	0x00FE1F0000207900000020	1	4244	21215	 Groveland Avenue 	5516
61650	750 RESERVOIR ST BALTIMORE | MD 21217-4632	0x00760D0000203000000020	1	4632	21217	 Reservoir Street 	750
61662	715 MCCABE AVE BALTIMORE | MD 21212-4213	0x002D140000204100000020	1	4213	21212	 Mccabe Avenue 	715
61675	2317 E LAFAYETTE AVE BALTIMORE | MD 21213-2504	0x00B7050000201F00000020	1	2504	21213	 East Lafayette Avenue 	2317
61697	1517 HOMESTEAD ST BALTIMORE | MD 21218-4933	0x000C100000200300000020	1	4933	21218	 Homestead Street 	1517
61711	748 RESERVOIR ST BALTIMORE | MD 21217-4646	0x00760D0000202F00000020	1	4646	21217	 Reservoir Street 	748
61718	1221 VALLEY ST BALTIMORE | MD 21202-5632	0x0085040000203600000020	1	5632	21202	 Valley Street 	1221
61769	1423 POPLAR GROVE ST BALTIMORE | MD 21216-4024	0x001C090000430C00000020	1	4024	21216	 Poplar Grove Street 	1423
61773	4800 FREDERICK AVE BALTIMORE | MD 21229-4040	0x00A61F0000421200000020	1	4040	21229	 Frederick Avenue 	4800
61872	5441 JONQUIL AVE BALTIMORE | MD 21215-4544	0x009F110000481700000020	1	4544	21215	 Jonquil Avenue 	5441
61883	1708 N MILTON AVE BALTIMORE | MD 21213-2547	0x00B8050000202200000020	1	2547	21213	 North Milton Avenue 	1708
61891	2530 WASHINGTON BLVD BALTIMORE | MD 21230-1407	0x00631E0000200300000020	1	1407	21230	 Washington Boulevard 	2530
61902	1703 E 30TH ST BALTIMORE | MD 21218-3749	0x00720F0000201000000020	1	3749	21218	 East 30Th Street 	1703
61916	1709 N CALHOUN ST BALTIMORE | MD 21217-1703	0x0025010000202C00000020	1	1703	21217	 North Calhoun Street 	1709
61926	2116 PARK AVE BALTIMORE | MD 21217-4819	0x007E0D0000202600000020	1	4819	21217	 Park Avenue 	2116
61949	739 BARTLETT AVE BALTIMORE | MD 21218-5415	0x00B50F0000432F00000020	1	5415	21218	 Bartlett Avenue 	739
61954	1731 E 30TH ST BALTIMORE | MD 21218-3749	0x00720F0000201E00000020	1	3749	21218	 East 30Th Street 	1731
61956	2426 E LANVALE ST BALTIMORE | MD 21213-2557	0x00B8050000202700000020	1	2557	21213	 East Lanvale Street 	2426
61984	15 S WICKHAM RD BALTIMORE | MD 21229-3359	0x00A61F0000451400000020	1	3359	21229	 South Wickham Road 	15
61987	1232 E EAGER ST BALTIMORE | MD 21202-5536	0x00A4040000204800000020	1	5536	21202	 East Eager Street 	1232
62027	519 E 23RD ST BALTIMORE | MD 21218-5410	0x00C70F0000201D00000020	1	5410	21218	 East 23Rd Street 	519
62032	1710 N PORT ST BALTIMORE | MD 21213-2553	0x00B8050000203D00000020	1	2553	21213	 North Port Street 	1710
62044	3104 N HILTON ST BALTIMORE | MD 21216-1450	0x00650B0000200200000042	1	1450	21216	 North Hilton Street 	3104
62052	1702-08 LIGHT ST BALTIMORE | MD 21230	0x00FF030000201800000020	1	0	21230	 Light Street 	1702-08
62068	1718 N CAREY ST BALTIMORE | MD 21217-1716	0x0025010000200900000020	1	1716	21217	 North Carey Street 	1718
62120	1817 E 30TH ST BALTIMORE | MD 21218-3751	0x00730F0000200900000020	1	3751	21218	 East 30Th Street 	1817
62166	526 N CURLEY ST BALTIMORE | MD 21205-2735	0x007C060000203400000020	1	2735	21205	 North Curley Street 	526
62182	1629 N MONTFORD AVE BALTIMORE | MD 21213-2552	0x00C2050000202C00000020	1	2552	21213	 North Montford Avenue 	1629
62220	6323 PIONEER DR BALTIMORE | MD 21214-1020	0x00A8140000440A01000020	1	1020	21214	 Pioneer Drive 	6323
62245	3804 NORFOLK AVE BALTIMORE | MD 21216-1237	0x00B50A0000201300000020	1	1237	21216	 Norfolk Avenue 	3804
62250	2310 E FEDERAL ST BALTIMORE | MD 21213-3541	0x00C1050000205A00000020	1	3541	21213	 East Federal Street 	2310
62264	4030 HAYWARD AVE BALTIMORE | MD 21215-5041	0x009F110000442800000020	1	5041	21215	 Hayward Avenue 	4030
62271	2933 MCELDERRY ST BALTIMORE | MD 21205-2744	0x007C060000201A00000020	1	2744	21205	 Mcelderry Street 	2933
62300	2851 MAYFIELD AVE BALTIMORE | MD 21213-1231	0x003B100000202000000020	1	1231	21213	 Mayfield Avenue 	2851
62329	4026 HAYWARD AVE BALTIMORE | MD 21215-5041	0x009F110000442600000020	1	5041	21215	 Hayward Avenue 	4026
62335	1446 N AISQUITH ST BALTIMORE | MD 21202-5714	0x006C040000201E00000020	1	5714	21202	 North Aisquith Street 	1446
62428	1617 N BRADFORD ST BALTIMORE | MD 21213-2515	0x00C1050000203500000020	1	2515	21213	 North Bradford Street 	1617
62469	1918 N MONROE ST BALTIMORE | MD 21217-1650	0x00870C0000203B00000020	1	1650	21217	 North Monroe Street 	1918
62470	512 LUCIA AVE BALTIMORE | MD 21229-4514	0x00E2090000439801000020	1	4514	21229	 Lucia Avenue 	512
62484	1619 N BRADFORD ST BALTIMORE | MD 21213-2515	0x00C1050000203600000020	1	2515	21213	 North Bradford Street 	1619
62486	3613 GOUGH ST BALTIMORE | MD 21224-2506	0x00A8180000201C00000020	1	2506	21224	 Gough Street 	3613
62520	3211 PHELPS LN BALTIMORE | MD 21229-3735	0x00B6080000420500000020	1	3735	21229	 Phelps Lane 	3211
62549	3811 BIDDISON LN BALTIMORE | MD 21206-4104	0x00DA160000201900000020	1	4104	21206	 Biddison Lane 	3811
62550	4114 EIERMAN AVE BALTIMORE | MD 21206-6317	0x000A170000485400000020	1	6317	21206	 Eierman Avenue 	4114
62573	1324 N CAREY ST BALTIMORE | MD 21217-2705	0x0024000000410E00000020	1	2705	21217	 North Carey Street 	1324
62591	2113 HOMEWOOD AVE BALTIMORE | MD 21218-6104	0x00B60F0000200700000020	1	6104	21218	 Homewood Avenue 	2113
62598	2335 E OLIVER ST BALTIMORE | MD 21213-3526	0x00DF050000202600000020	1	3526	21213	 East Oliver Street 	2335
62612	1221 N CURLEY ST BALTIMORE | MD 21213-3921	0x0006060000203500000020	1	3921	21213	 North Curley Street 	1221
62687	1006 W CROSS ST BALTIMORE | MD 21230-2534	0x0058030000420500000020	1	2534	21230	 West Cross Street 	1006
62699	2247 WILKENS AVE BALTIMORE | MD 21223-3328	0x00BD020000203100000020	1	3328	21223	 Wilkens Avenue 	2247
62738	4133-41 ORCHARD RIDGE BLVD BALTIMORE | MD 21213	0x00F7170000426100000020	1	0	21213	 Orchard Ridge Boulevard 	4133-41
62748	1507 N CAREY ST BALTIMORE | MD 21217-2807	0x002D010000202A00000020	1	2807	21217	 North Carey Street 	1507
62751	519 N DECKER AVE BALTIMORE | MD 21205-2728	0x007D060000202C00000020	1	2728	21205	 North Decker Avenue 	519
62756	615 N EAST AVE BALTIMORE | MD 21205-2828	0x0008180000202B00000020	1	2828	21205	 North East Avenue 	615
